Score, Predict
0.25, 0.86
0.00, 0.75
0.00, 0.84
0.00, 0.75
0.86, 0.85
0.00, 0.76
1.00, 0.81
1.00, 0.82
1.00, 0.79
0.86, 0.84
1.00, 0.80
1.00, 0.80
0.00, 0.86
1.00, 0.82
0.86, 0.86
0.22, 0.81
1.00, 0.82
0.00, 0.76
0.00, 0.74
0.90, 0.84
1.00, 0.80
1.00, 0.81
1.00, 0.88
1.00, 0.83
0.57, 0.81
0.75, 0.79
1.00, 0.79
0.88, 0.80
1.00, 0.90
0.00, 0.81
0.00, 0.79
0.90, 0.87
1.00, 0.81
0.88, 0.81
0.90, 0.80
1.00, 0.82
1.00, 0.81
0.29, 0.77
1.00, 0.84
0.00, 0.92
1.00, 0.83
0.50, 0.75
0.71, 0.84
1.00, 0.81
1.00, 0.78
0.00, 0.72
0.70, 0.82
0.20, 0.74
1.00, 0.86
1.00, 0.79
0.00, 0.84
1.00, 0.82
0.88, 0.79
0.43, 0.80
0.00, 0.79
0.00, 0.83
0.80, 0.80
0.38, 0.74
1.00, 0.85
1.00, 0.83
1.00, 0.81
1.00, 0.80
0.70, 0.80
0.00, 0.78
0.80, 0.84
1.00, 0.85
1.00, 0.81
1.00, 0.81
1.00, 0.80
0.25, 0.81
1.00, 0.79
1.00, 0.91
0.78, 0.83
0.00, 0.75
0.71, 0.79
1.00, 0.80
1.00, 0.87
0.00, 0.81
0.25, 0.81
0.43, 0.79
0.44, 0.74
0.62, 0.81
0.75, 0.78
0.00, 0.78
1.00, 0.85
0.88, 0.81
0.86, 0.81
0.00, 0.79
0.60, 0.81
1.00, 0.84
0.00, 0.86
1.00, 0.87
1.00, 0.80
0.00, 0.80
1.00, 0.83
0.86, 0.83
0.00, 0.79
1.00, 0.90
0.00, 0.83
0.89, 0.79
0.11, 0.73
1.00, 0.84
0.78, 0.81
0.40, 0.80
0.00, 0.84
0.30, 0.84
0.86, 0.83
0.71, 0.83
1.00, 0.81
0.00, 0.72
1.00, 0.85
1.00, 0.81
1.00, 0.83
0.86, 0.83
0.00, 0.78
0.14, 0.76
1.00, 0.91
0.90, 0.74
1.00, 0.82
1.00, 0.81
0.57, 0.80
0.00, 0.80
0.00, 0.73
1.00, 0.84
0.00, 0.81
0.00, 0.75
1.00, 0.85
1.00, 0.80
1.00, 0.91
0.44, 0.81
0.50, 0.82
0.25, 0.78
1.00, 0.85
1.00, 0.84
1.00, 0.81
1.00, 0.82
0.00, 0.77
0.10, 0.77
0.00, 0.81
1.00, 0.86
1.00, 0.78
0.00, 0.74
1.00, 0.78
0.86, 0.80
1.00, 0.83
0.71, 0.79
1.00, 0.83
0.10, 0.83
1.00, 0.83
1.00, 0.84
1.00, 0.85
0.86, 0.84
0.00, 0.75
1.00, 0.84
0.80, 0.78
0.86, 0.83
0.78, 0.81
0.00, 0.79
1.00, 0.79
0.00, 0.79
0.14, 0.79
1.00, 0.79
1.00, 0.83
1.00, 0.84
0.00, 0.77
1.00, 0.83
0.12, 0.77
0.90, 0.80
1.00, 0.81
1.00, 0.84
0.86, 0.81
1.00, 0.90
0.14, 0.84
1.00, 0.80
1.00, 0.79
0.33, 0.79
0.14, 0.78
0.00, 0.74
1.00, 0.85
0.43, 0.80
0.43, 0.81
1.00, 0.79
1.00, 0.88
0.00, 0.78
1.00, 0.87
1.00, 0.81
0.62, 0.82
1.00, 0.85
1.00, 0.79
1.00, 0.82
0.00, 0.79
0.00, 0.75
0.62, 0.83
1.00, 0.85
1.00, 0.82
0.00, 0.81
1.00, 0.86
1.00, 0.83
0.89, 0.81
0.90, 0.84
0.89, 0.82
1.00, 0.79
0.43, 0.83
0.00, 0.74
1.00, 0.87
1.00, 0.79
0.88, 0.76
0.00, 0.78
1.00, 0.88
0.11, 0.82
1.00, 0.84
1.00, 0.78
1.00, 0.80
0.12, 0.79
1.00, 0.82
1.00, 0.82
0.89, 0.83
0.00, 0.80
0.86, 0.82
1.00, 0.85
1.00, 0.79
1.00, 0.79
1.00, 0.82
1.00, 0.80
1.00, 0.82
1.00, 0.84
1.00, 0.80
0.56, 0.80
1.00, 0.80
0.78, 0.82
0.71, 0.81
1.00, 0.81
1.00, 0.82
0.00, 0.79
0.88, 0.89
0.57, 0.83
0.89, 0.86
0.60, 0.83
0.00, 0.74
1.00, 0.85
1.00, 0.82
0.75, 0.82
1.00, 0.83
0.43, 0.82
0.38, 0.83
0.75, 0.79
1.00, 0.85
0.89, 0.86
0.90, 0.82
1.00, 0.85
1.00, 0.81
1.00, 0.84
0.56, 0.78
0.00, 0.78
1.00, 0.82
1.00, 0.81
1.00, 0.77
1.00, 0.80
1.00, 0.82
1.00, 0.83
0.00, 0.77
0.57, 0.81
1.00, 0.88
1.00, 0.92
1.00, 0.80
0.60, 0.85
0.00, 0.83
1.00, 0.81
0.56, 0.82
0.00, 0.78
1.00, 0.84
0.00, 0.78
0.38, 0.87
1.00, 0.84
0.89, 0.81
0.00, 0.80
1.00, 0.85
1.00, 0.79
1.00, 0.80
1.00, 0.82
1.00, 0.80
0.90, 0.79
0.90, 0.82
1.00, 0.80
1.00, 0.84
0.70, 0.79
1.00, 0.85
1.00, 0.81
1.00, 0.84
1.00, 0.81
1.00, 0.84
0.14, 0.79
1.00, 0.78
1.00, 0.85
1.00, 0.85
0.78, 0.79
1.00, 0.87
0.00, 0.79
1.00, 0.81
0.00, 0.72
1.00, 0.82
0.88, 0.80
0.00, 0.78
1.00, 0.88
0.00, 0.84
1.00, 0.83
1.00, 0.83
0.75, 0.84
0.71, 0.81
1.00, 0.83
1.00, 0.82
0.50, 0.83
1.00, 0.79
0.89, 0.83
0.14, 0.82
0.90, 0.85
0.00, 0.75
0.88, 0.80
0.00, 0.76
0.67, 0.82
0.22, 0.83
1.00, 0.85
1.00, 0.81
1.00, 0.80
1.00, 0.79
1.00, 0.79
1.00, 0.85
1.00, 0.80
0.89, 0.81
0.71, 0.82
0.11, 0.83
1.00, 0.82
1.00, 0.79
1.00, 0.82
1.00, 0.92
0.71, 0.86
0.90, 0.82
0.14, 0.78
0.90, 0.79
0.71, 0.79
1.00, 0.83
0.00, 0.85
0.00, 0.76
0.86, 0.83
1.00, 0.84
1.00, 0.82
1.00, 0.86
0.78, 0.82
1.00, 0.83
1.00, 0.84
0.43, 0.80
1.00, 0.79
1.00, 0.84
0.62, 0.85
1.00, 0.83
0.00, 0.79
1.00, 0.83
1.00, 0.81
1.00, 0.86
0.86, 0.84
1.00, 0.79
0.50, 0.82
0.80, 0.83
1.00, 0.86
0.22, 0.75
1.00, 0.81
1.00, 0.83
1.00, 0.80
0.00, 0.85
1.00, 0.80
1.00, 0.85
0.11, 0.84
0.86, 0.78
1.00, 0.83
1.00, 0.84
1.00, 0.82
0.20, 0.82
0.89, 0.86
1.00, 0.81
0.14, 0.79
1.00, 0.81
0.62, 0.76
0.88, 0.83
0.88, 0.83
0.78, 0.85
1.00, 0.82
0.88, 0.81
0.88, 0.85
1.00, 0.80
1.00, 0.83
0.70, 0.81
0.62, 0.83
0.86, 0.80
0.80, 0.79
