Score, Predict
0.43, 0.55
1.00, 0.72
1.00, 0.67
0.20, 0.67
1.00, 0.70
0.00, 0.65
0.57, 0.61
0.88, 0.63
1.00, 0.64
0.88, 0.72
0.78, 0.71
1.00, 0.68
0.86, 0.66
0.00, 0.55
1.00, 0.73
1.00, 0.68
1.00, 0.71
0.67, 0.67
0.86, 0.64
0.14, 0.60
0.00, 0.55
0.89, 0.73
0.50, 0.69
0.88, 0.70
0.00, 0.55
1.00, 0.72
1.00, 0.65
0.90, 0.70
1.00, 0.69
1.00, 0.70
1.00, 0.71
1.00, 0.67
0.90, 0.71
1.00, 0.67
1.00, 0.67
0.71, 0.55
0.29, 0.56
1.00, 0.68
1.00, 0.73
0.86, 0.68
1.00, 0.66
1.00, 0.72
1.00, 0.69
1.00, 0.70
1.00, 0.67
1.00, 0.71
1.00, 0.70
1.00, 0.68
1.00, 0.69
0.78, 0.67
0.00, 0.59
0.86, 0.66
1.00, 0.72
0.25, 0.61
1.00, 0.68
0.00, 0.55
1.00, 0.62
0.71, 0.67
0.00, 0.62
1.00, 0.69
0.00, 0.55
0.00, 0.55
0.88, 0.68
0.40, 0.67
1.00, 0.65
0.44, 0.60
0.38, 0.61
0.00, 0.56
0.00, 0.55
0.00, 0.55
0.86, 0.61
1.00, 0.71
1.00, 0.71
1.00, 0.71
1.00, 0.68
1.00, 0.71
0.78, 0.65
1.00, 0.72
1.00, 0.72
1.00, 0.68
1.00, 0.69
0.90, 0.69
0.00, 0.59
1.00, 0.69
0.00, 0.57
0.57, 0.66
1.00, 0.67
1.00, 0.65
0.57, 0.55
1.00, 0.69
1.00, 0.68
0.80, 0.68
0.75, 0.67
0.57, 0.71
0.00, 0.55
1.00, 0.71
0.75, 0.64
1.00, 0.69
0.89, 0.71
0.00, 0.55
0.00, 0.62
1.00, 0.69
0.29, 0.64
1.00, 0.71
1.00, 0.60
1.00, 0.65
0.29, 0.63
0.86, 0.68
1.00, 0.68
0.12, 0.57
0.00, 0.55
1.00, 0.64
0.40, 0.72
0.86, 0.70
0.14, 0.55
1.00, 0.68
0.00, 0.56
0.62, 0.58
1.00, 0.66
0.86, 0.68
1.00, 0.70
1.00, 0.70
0.00, 0.55
0.62, 0.61
1.00, 0.70
1.00, 0.67
0.86, 0.71
1.00, 0.70
1.00, 0.70
0.67, 0.70
1.00, 0.69
1.00, 0.68
0.43, 0.59
1.00, 0.67
0.10, 0.61
1.00, 0.68
1.00, 0.68
0.44, 0.64
0.86, 0.67
1.00, 0.63
0.43, 0.59
0.89, 0.69
1.00, 0.73
1.00, 0.68
0.88, 0.64
1.00, 0.71
0.70, 0.68
1.00, 0.67
0.80, 0.70
0.00, 0.55
0.20, 0.71
0.60, 0.66
0.38, 0.72
1.00, 0.72
0.50, 0.72
0.71, 0.68
0.29, 0.63
0.00, 0.55
1.00, 0.67
0.20, 0.55
1.00, 0.66
1.00, 0.65
1.00, 0.69
1.00, 0.72
0.30, 0.62
0.00, 0.55
0.43, 0.66
0.71, 0.68
1.00, 0.67
0.80, 0.70
0.78, 0.70
0.86, 0.62
0.00, 0.55
1.00, 0.73
1.00, 0.69
1.00, 0.67
1.00, 0.62
1.00, 0.60
1.00, 0.66
0.90, 0.69
1.00, 0.71
1.00, 0.70
0.70, 0.68
1.00, 0.66
0.00, 0.55
0.00, 0.55
0.00, 0.55
1.00, 0.67
0.86, 0.63
1.00, 0.72
0.75, 0.65
0.43, 0.65
0.88, 0.71
0.75, 0.64
0.00, 0.55
0.89, 0.71
1.00, 0.67
0.00, 0.56
0.00, 0.55
0.90, 0.67
1.00, 0.72
0.75, 0.68
0.89, 0.67
1.00, 0.70
0.67, 0.56
1.00, 0.68
1.00, 0.68
1.00, 0.71
0.88, 0.67
0.50, 0.59
0.75, 0.71
1.00, 0.71
0.11, 0.63
0.71, 0.70
0.71, 0.66
0.25, 0.55
0.86, 0.71
1.00, 0.71
0.62, 0.56
0.80, 0.68
1.00, 0.73
1.00, 0.70
0.57, 0.61
1.00, 0.70
0.00, 0.55
0.90, 0.71
0.78, 0.67
0.44, 0.66
0.29, 0.65
1.00, 0.67
0.00, 0.66
0.29, 0.60
0.10, 0.58
1.00, 0.68
0.12, 0.64
1.00, 0.69
0.86, 0.71
0.90, 0.71
0.70, 0.62
0.71, 0.65
1.00, 0.66
1.00, 0.69
0.56, 0.60
1.00, 0.72
0.00, 0.55
1.00, 0.70
1.00, 0.65
0.89, 0.67
0.86, 0.63
0.25, 0.70
1.00, 0.69
0.90, 0.70
1.00, 0.64
1.00, 0.71
0.70, 0.66
1.00, 0.69
1.00, 0.72
1.00, 0.72
0.88, 0.66
1.00, 0.69
0.00, 0.64
0.10, 0.55
0.88, 0.67
0.00, 0.55
1.00, 0.65
0.14, 0.61
0.29, 0.55
0.12, 0.55
0.89, 0.68
0.43, 0.61
0.50, 0.55
1.00, 0.70
0.88, 0.70
0.88, 0.70
1.00, 0.70
1.00, 0.68
1.00, 0.62
1.00, 0.67
0.29, 0.60
0.00, 0.61
1.00, 0.69
1.00, 0.71
0.90, 0.72
0.56, 0.70
0.78, 0.68
