Score, Predict
1.00, 0.86
0.50, 0.39
0.71, 0.45
1.00, 0.86
0.00, 0.33
1.00, 0.79
1.00, 0.92
1.00, 0.91
0.56, 0.81
1.00, 0.87
1.00, 0.94
1.00, 0.89
1.00, 0.87
1.00, 0.82
0.00, 0.45
0.00, 0.48
1.00, 0.93
1.00, 0.88
0.00, 0.30
1.00, 0.87
0.22, 0.74
1.00, 0.81
1.00, 0.64
1.00, 0.88
1.00, 0.85
1.00, 0.80
0.78, 0.77
0.71, 0.73
1.00, 0.82
1.00, 0.93
0.14, 0.55
0.86, 0.81
0.90, 0.85
0.86, 0.54
0.14, 0.55
0.90, 0.78
0.89, 0.87
1.00, 0.80
0.60, 0.78
0.62, 0.76
1.00, 0.84
1.00, 0.91
1.00, 0.89
0.11, 0.30
1.00, 0.59
0.75, 0.92
1.00, 0.86
1.00, 0.88
0.33, 0.71
0.60, 0.68
0.25, 0.73
1.00, 0.93
0.00, 0.39
1.00, 0.87
0.88, 0.41
0.86, 0.84
1.00, 0.92
0.80, 0.76
0.88, 0.88
0.00, 0.31
0.00, 0.30
0.00, 0.86
1.00, 0.92
0.90, 0.83
0.78, 0.88
1.00, 0.47
1.00, 0.86
1.00, 0.94
0.90, 0.91
0.60, 0.64
0.40, 0.76
0.12, 0.29
1.00, 0.83
0.43, 0.74
0.00, 0.85
0.22, 0.71
1.00, 0.84
0.20, 0.34
1.00, 0.79
0.89, 0.83
0.00, 0.74
1.00, 0.79
1.00, 0.87
0.71, 0.88
1.00, 0.92
0.00, 0.69
1.00, 0.83
1.00, 0.80
1.00, 0.58
1.00, 0.86
0.38, 0.87
1.00, 0.91
1.00, 0.38
1.00, 0.80
0.57, 0.83
0.56, 0.71
0.50, 0.73
1.00, 0.92
0.62, 0.58
1.00, 0.82
1.00, 0.95
0.11, 0.40
0.56, 0.54
1.00, 0.81
1.00, 0.94
1.00, 0.70
0.00, 0.30
1.00, 0.78
1.00, 0.86
0.30, 0.75
0.90, 0.76
0.86, 0.87
1.00, 0.86
0.33, 0.83
1.00, 0.94
0.00, 0.37
1.00, 0.90
1.00, 0.92
1.00, 0.94
0.38, 0.62
1.00, 0.72
0.00, 0.29
1.00, 0.90
1.00, 0.93
0.00, 0.29
0.86, 0.87
0.00, 0.60
0.50, 0.91
0.80, 0.77
1.00, 0.77
0.44, 0.30
0.00, 0.31
0.78, 0.92
0.29, 0.65
1.00, 0.91
0.43, 0.80
0.14, 0.42
1.00, 0.72
0.71, 0.93
0.62, 0.90
1.00, 0.94
1.00, 0.92
1.00, 0.90
0.88, 0.75
0.00, 0.31
0.00, 0.32
1.00, 0.88
1.00, 0.93
1.00, 0.87
0.70, 0.82
1.00, 0.85
0.70, 0.78
0.80, 0.90
1.00, 0.90
1.00, 0.89
0.86, 0.91
1.00, 0.88
0.89, 0.83
1.00, 0.79
0.00, 0.30
1.00, 0.91
0.00, 0.32
0.00, 0.30
0.00, 0.34
1.00, 0.91
0.62, 0.66
1.00, 0.74
0.89, 0.87
0.00, 0.37
0.50, 0.90
1.00, 0.93
0.71, 0.89
1.00, 0.86
1.00, 0.92
1.00, 0.91
1.00, 0.71
1.00, 0.89
1.00, 0.82
0.71, 0.37
0.14, 0.43
1.00, 0.91
1.00, 0.85
1.00, 0.90
1.00, 0.87
1.00, 0.85
0.78, 0.85
1.00, 0.92
0.75, 0.52
0.86, 0.86
0.00, 0.78
0.00, 0.30
0.14, 0.85
1.00, 0.88
0.78, 0.92
1.00, 0.92
0.00, 0.48
1.00, 0.86
0.00, 0.44
1.00, 0.77
1.00, 0.75
0.00, 0.35
1.00, 0.89
0.90, 0.71
0.25, 0.88
0.78, 0.87
1.00, 0.75
1.00, 0.78
0.25, 0.76
1.00, 0.91
1.00, 0.74
1.00, 0.92
0.90, 0.70
1.00, 0.77
1.00, 0.87
0.88, 0.68
0.43, 0.83
0.80, 0.77
0.70, 0.89
1.00, 0.58
0.22, 0.81
1.00, 0.83
1.00, 0.90
1.00, 0.77
1.00, 0.73
0.78, 0.84
1.00, 0.88
0.30, 0.61
0.78, 0.63
0.71, 0.81
0.78, 0.89
1.00, 0.83
0.86, 0.86
1.00, 0.89
1.00, 0.73
1.00, 0.94
0.62, 0.56
0.71, 0.83
0.86, 0.87
1.00, 0.89
0.00, 0.31
0.90, 0.80
0.00, 0.29
0.00, 0.58
1.00, 0.73
1.00, 0.86
1.00, 0.89
0.78, 0.80
1.00, 0.93
0.86, 0.90
0.30, 0.29
0.86, 0.94
1.00, 0.89
1.00, 0.86
1.00, 0.81
0.90, 0.73
1.00, 0.91
1.00, 0.92
0.71, 0.80
0.14, 0.36
1.00, 0.93
0.25, 0.48
0.86, 0.87
1.00, 0.91
0.88, 0.71
0.40, 0.71
0.50, 0.88
0.89, 0.49
0.14, 0.44
1.00, 0.87
0.00, 0.38
0.60, 0.65
1.00, 0.85
1.00, 0.80
0.00, 0.35
1.00, 0.79
0.00, 0.33
0.00, 0.42
1.00, 0.89
0.00, 0.30
1.00, 0.80
0.86, 0.88
0.00, 0.30
1.00, 0.92
1.00, 0.88
1.00, 0.91
0.88, 0.91
1.00, 0.78
1.00, 0.93
0.90, 0.86
0.86, 0.87
0.00, 0.30
0.25, 0.94
0.56, 0.77
1.00, 0.87
1.00, 0.88
0.56, 0.92
1.00, 0.92
1.00, 0.87
1.00, 0.91
0.00, 0.38
0.14, 0.29
0.00, 0.32
0.00, 0.37
0.89, 0.85
1.00, 0.81
0.86, 0.81
1.00, 0.81
0.88, 0.73
0.38, 0.92
1.00, 0.77
1.00, 0.89
0.89, 0.31
0.89, 0.84
0.12, 0.77
1.00, 0.79
0.88, 0.76
1.00, 0.92
1.00, 0.80
0.00, 0.68
1.00, 0.75
1.00, 0.93
1.00, 0.89
1.00, 0.81
1.00, 0.80
1.00, 0.90
0.00, 0.34
1.00, 0.91
0.00, 0.30
1.00, 0.86
0.25, 0.54
1.00, 0.86
0.43, 0.56
1.00, 0.93
0.20, 0.34
1.00, 0.92
1.00, 0.90
0.11, 0.33
1.00, 0.90
1.00, 0.89
0.62, 0.55
0.75, 0.75
1.00, 0.92
0.33, 0.78
0.90, 0.93
1.00, 0.87
0.60, 0.82
1.00, 0.89
0.75, 0.40
1.00, 0.80
1.00, 0.83
1.00, 0.79
0.00, 0.32
0.14, 0.32
0.14, 0.83
0.25, 0.84
1.00, 0.93
1.00, 0.60
0.38, 0.88
0.10, 0.58
1.00, 0.61
1.00, 0.86
0.00, 0.63
0.90, 0.80
0.60, 0.79
1.00, 0.87
1.00, 0.80
0.29, 0.68
0.89, 0.80
1.00, 0.86
0.00, 0.29
0.33, 0.74
1.00, 0.89
0.43, 0.29
0.00, 0.31
0.90, 0.81
1.00, 0.96
0.90, 0.84
1.00, 0.91
1.00, 0.74
1.00, 0.87
1.00, 0.94
0.86, 0.85
0.70, 0.42
1.00, 0.76
0.44, 0.79
1.00, 0.85
0.57, 0.32
1.00, 0.84
1.00, 0.90
0.60, 0.81
0.43, 0.75
1.00, 0.82
1.00, 0.82
1.00, 0.92
1.00, 0.78
1.00, 0.85
1.00, 0.89
1.00, 0.87
1.00, 0.85
0.00, 0.29
0.80, 0.67
1.00, 0.86
0.00, 0.33
0.00, 0.48
1.00, 0.84
1.00, 0.91
1.00, 0.76
1.00, 0.34
0.71, 0.77
0.12, 0.84
0.80, 0.80
1.00, 0.91
1.00, 0.82
0.43, 0.87
1.00, 0.89
0.14, 0.85
