Score, Predict
0.25, 0.49
0.00, 0.44
0.00, 0.55
0.00, 0.28
0.86, 0.60
0.00, 0.41
1.00, 0.60
1.00, 0.46
1.00, 0.51
0.86, 0.52
1.00, 0.57
1.00, 0.53
0.00, 0.34
1.00, 0.60
0.86, 0.57
0.22, 0.40
1.00, 0.55
0.00, 0.38
0.00, 0.38
0.90, 0.48
1.00, 0.49
1.00, 0.57
1.00, 0.58
1.00, 0.56
0.57, 0.54
0.75, 0.54
1.00, 0.52
0.88, 0.55
1.00, 0.62
0.00, 0.42
0.00, 0.42
0.90, 0.54
1.00, 0.56
0.88, 0.44
0.90, 0.61
1.00, 0.61
1.00, 0.69
0.29, 0.44
1.00, 0.49
0.00, 0.39
1.00, 0.63
0.50, 0.49
0.71, 0.54
1.00, 0.58
1.00, 0.62
0.00, 0.32
0.70, 0.53
0.20, 0.33
1.00, 0.52
1.00, 0.50
0.00, 0.31
1.00, 0.56
0.88, 0.56
0.43, 0.59
0.00, 0.51
0.00, 0.39
0.80, 0.46
0.38, 0.41
1.00, 0.59
1.00, 0.64
1.00, 0.48
1.00, 0.60
0.70, 0.62
0.00, 0.48
0.80, 0.52
1.00, 0.61
1.00, 0.52
1.00, 0.54
1.00, 0.52
0.25, 0.57
1.00, 0.50
1.00, 0.56
0.78, 0.60
0.00, 0.43
0.71, 0.47
1.00, 0.54
1.00, 0.45
0.00, 0.49
0.25, 0.52
0.43, 0.50
0.44, 0.42
0.62, 0.44
0.75, 0.49
0.00, 0.43
1.00, 0.58
0.88, 0.55
0.86, 0.56
0.00, 0.34
0.60, 0.45
1.00, 0.62
0.00, 0.48
1.00, 0.48
1.00, 0.55
0.00, 0.36
1.00, 0.53
0.86, 0.66
0.00, 0.42
1.00, 0.66
0.00, 0.47
0.89, 0.51
0.11, 0.45
1.00, 0.57
0.78, 0.54
0.40, 0.50
0.00, 0.40
0.30, 0.45
0.86, 0.59
0.71, 0.56
1.00, 0.58
0.00, 0.28
1.00, 0.59
1.00, 0.61
1.00, 0.56
0.86, 0.58
0.00, 0.42
0.14, 0.37
1.00, 0.59
0.90, 0.28
1.00, 0.52
1.00, 0.54
0.57, 0.52
0.00, 0.54
0.00, 0.32
1.00, 0.63
0.00, 0.51
0.00, 0.41
1.00, 0.63
1.00, 0.54
1.00, 0.62
0.44, 0.55
0.50, 0.58
0.25, 0.56
1.00, 0.54
1.00, 0.60
1.00, 0.60
1.00, 0.60
0.00, 0.32
0.10, 0.33
0.00, 0.46
1.00, 0.57
1.00, 0.55
0.00, 0.35
1.00, 0.60
0.86, 0.44
1.00, 0.58
0.71, 0.51
1.00, 0.54
0.10, 0.51
1.00, 0.57
1.00, 0.63
1.00, 0.59
0.86, 0.63
0.00, 0.30
1.00, 0.63
0.80, 0.47
0.86, 0.48
0.78, 0.45
0.00, 0.30
1.00, 0.49
0.00, 0.40
0.14, 0.51
1.00, 0.57
1.00, 0.63
1.00, 0.61
0.00, 0.48
1.00, 0.56
0.12, 0.31
0.90, 0.44
1.00, 0.57
1.00, 0.56
0.86, 0.52
1.00, 0.57
0.14, 0.45
1.00, 0.44
1.00, 0.56
0.33, 0.44
0.14, 0.47
0.00, 0.36
1.00, 0.54
0.43, 0.52
0.43, 0.53
1.00, 0.58
1.00, 0.51
0.00, 0.40
1.00, 0.62
1.00, 0.48
0.62, 0.57
1.00, 0.62
1.00, 0.55
1.00, 0.59
0.00, 0.44
0.00, 0.35
0.62, 0.62
1.00, 0.58
1.00, 0.50
0.00, 0.35
1.00, 0.56
1.00, 0.58
0.89, 0.55
0.90, 0.43
0.89, 0.46
1.00, 0.58
0.43, 0.55
0.00, 0.35
1.00, 0.60
1.00, 0.44
0.88, 0.50
0.00, 0.34
1.00, 0.50
0.11, 0.57
1.00, 0.54
1.00, 0.50
1.00, 0.53
0.12, 0.42
1.00, 0.51
1.00, 0.56
0.89, 0.47
0.00, 0.38
0.86, 0.60
1.00, 0.49
1.00, 0.42
1.00, 0.51
1.00, 0.61
1.00, 0.56
1.00, 0.59
1.00, 0.61
1.00, 0.50
0.56, 0.54
1.00, 0.49
0.78, 0.54
0.71, 0.54
1.00, 0.56
1.00, 0.48
0.00, 0.44
0.88, 0.51
0.57, 0.60
0.89, 0.43
0.60, 0.47
0.00, 0.43
1.00, 0.60
1.00, 0.57
0.75, 0.52
1.00, 0.57
0.43, 0.51
0.38, 0.56
0.75, 0.39
1.00, 0.47
0.89, 0.49
0.90, 0.54
1.00, 0.60
1.00, 0.60
1.00, 0.54
0.56, 0.43
0.00, 0.42
1.00, 0.58
1.00, 0.52
1.00, 0.47
1.00, 0.56
1.00, 0.58
1.00, 0.59
0.00, 0.40
0.57, 0.54
1.00, 0.61
1.00, 0.60
1.00, 0.56
0.60, 0.53
0.00, 0.43
1.00, 0.54
0.56, 0.49
0.00, 0.35
1.00, 0.64
0.00, 0.40
0.38, 0.60
1.00, 0.49
0.89, 0.49
0.00, 0.38
1.00, 0.55
1.00, 0.50
1.00, 0.54
1.00, 0.37
1.00, 0.51
0.90, 0.46
0.90, 0.57
1.00, 0.57
1.00, 0.58
0.70, 0.47
1.00, 0.54
1.00, 0.54
1.00, 0.57
1.00, 0.48
1.00, 0.54
0.14, 0.46
1.00, 0.54
1.00, 0.59
1.00, 0.55
0.78, 0.53
1.00, 0.59
0.00, 0.40
1.00, 0.55
0.00, 0.35
1.00, 0.62
0.88, 0.40
0.00, 0.45
1.00, 0.63
0.00, 0.54
1.00, 0.59
1.00, 0.59
0.75, 0.60
0.71, 0.52
1.00, 0.55
1.00, 0.56
0.50, 0.43
1.00, 0.47
0.89, 0.50
0.14, 0.42
0.90, 0.55
0.00, 0.30
0.88, 0.59
0.00, 0.42
0.67, 0.58
0.22, 0.57
1.00, 0.53
1.00, 0.56
1.00, 0.51
1.00, 0.54
1.00, 0.52
1.00, 0.50
1.00, 0.51
0.89, 0.49
