Score, Predict
0.71, 0.50
1.00, 0.65
0.86, 0.62
0.00, 0.50
0.70, 0.60
0.62, 0.59
0.25, 0.50
0.00, 0.51
1.00, 0.57
1.00, 0.60
0.00, 0.54
0.00, 0.50
0.14, 0.55
0.29, 0.50
1.00, 0.62
1.00, 0.57
0.10, 0.51
1.00, 0.63
1.00, 0.62
0.25, 0.61
1.00, 0.60
1.00, 0.61
1.00, 0.61
1.00, 0.64
0.00, 0.50
0.00, 0.50
1.00, 0.59
0.89, 0.60
1.00, 0.65
1.00, 0.64
0.29, 0.57
1.00, 0.59
1.00, 0.63
1.00, 0.58
0.40, 0.61
1.00, 0.61
0.86, 0.66
1.00, 0.58
0.00, 0.52
1.00, 0.62
0.86, 0.61
1.00, 0.56
1.00, 0.60
0.00, 0.52
1.00, 0.58
0.00, 0.51
0.00, 0.50
0.00, 0.50
0.00, 0.56
0.00, 0.50
1.00, 0.57
1.00, 0.58
0.88, 0.59
1.00, 0.62
1.00, 0.61
1.00, 0.66
1.00, 0.63
0.88, 0.63
0.00, 0.51
1.00, 0.51
0.00, 0.50
0.33, 0.51
1.00, 0.61
0.00, 0.52
1.00, 0.61
1.00, 0.60
1.00, 0.64
0.56, 0.57
0.90, 0.58
1.00, 0.61
0.88, 0.61
1.00, 0.62
0.00, 0.50
0.00, 0.52
1.00, 0.59
1.00, 0.60
0.88, 0.60
1.00, 0.56
0.88, 0.64
1.00, 0.59
0.00, 0.52
0.60, 0.59
0.00, 0.53
1.00, 0.52
1.00, 0.62
0.00, 0.50
1.00, 0.57
1.00, 0.62
1.00, 0.61
1.00, 0.59
0.00, 0.50
0.00, 0.50
0.71, 0.50
0.71, 0.53
1.00, 0.59
0.00, 0.50
1.00, 0.59
1.00, 0.61
1.00, 0.62
1.00, 0.59
1.00, 0.63
1.00, 0.53
1.00, 0.59
1.00, 0.58
1.00, 0.61
1.00, 0.61
0.89, 0.57
0.78, 0.54
1.00, 0.61
1.00, 0.61
1.00, 0.64
1.00, 0.61
1.00, 0.64
0.00, 0.50
0.78, 0.60
0.90, 0.56
0.71, 0.51
0.89, 0.59
1.00, 0.61
0.86, 0.60
0.00, 0.63
1.00, 0.60
1.00, 0.59
0.80, 0.57
0.00, 0.50
0.00, 0.50
0.33, 0.52
0.88, 0.64
0.80, 0.59
1.00, 0.66
1.00, 0.62
0.00, 0.50
1.00, 0.63
1.00, 0.62
0.71, 0.55
0.00, 0.50
0.14, 0.50
0.00, 0.50
1.00, 0.56
0.43, 0.50
0.30, 0.53
1.00, 0.61
0.62, 0.54
1.00, 0.55
1.00, 0.61
1.00, 0.58
1.00, 0.62
0.00, 0.55
1.00, 0.63
0.86, 0.53
0.00, 0.53
1.00, 0.56
1.00, 0.63
1.00, 0.60
1.00, 0.57
0.86, 0.59
0.00, 0.59
0.00, 0.50
1.00, 0.62
0.40, 0.57
1.00, 0.62
0.00, 0.50
0.86, 0.52
0.86, 0.59
0.25, 0.62
0.25, 0.58
1.00, 0.57
0.88, 0.65
0.25, 0.61
0.12, 0.50
1.00, 0.57
1.00, 0.62
1.00, 0.58
0.71, 0.57
0.00, 0.50
1.00, 0.57
0.50, 0.53
1.00, 0.57
0.00, 0.50
0.86, 0.52
0.90, 0.56
1.00, 0.62
