Score, Predict
1.00, 0.92
1.00, 0.83
0.00, 0.79
1.00, 0.85
0.71, 0.84
0.00, 0.76
1.00, 0.83
1.00, 0.84
0.00, 0.73
1.00, 0.76
1.00, 0.98
1.00, 0.85
0.88, 0.85
0.22, 0.72
1.00, 0.83
0.90, 0.95
1.00, 0.87
0.29, 0.78
0.14, 0.80
0.71, 0.86
1.00, 0.89
1.00, 1.00
1.00, 1.01
1.00, 0.83
0.00, 0.88
0.00, 0.72
1.00, 0.90
0.00, 0.77
0.43, 0.90
0.88, 0.82
1.00, 0.88
1.00, 0.81
1.00, 0.82
1.00, 0.96
1.00, 0.91
0.89, 0.93
0.00, 0.75
0.44, 0.87
0.12, 0.74
1.00, 0.81
1.00, 0.96
0.00, 0.74
0.00, 0.73
1.00, 0.85
1.00, 0.89
1.00, 0.84
0.44, 0.79
0.71, 0.79
0.50, 0.92
1.00, 0.93
0.00, 0.73
0.00, 0.77
0.88, 0.79
0.00, 0.74
1.00, 0.97
1.00, 0.96
1.00, 0.87
1.00, 0.76
1.00, 0.86
0.00, 0.77
0.88, 0.93
1.00, 0.87
1.00, 0.80
0.80, 0.88
0.62, 0.76
1.00, 0.84
0.86, 0.91
0.62, 0.78
0.88, 0.82
0.71, 0.83
0.44, 0.84
1.00, 0.82
0.88, 0.89
1.00, 0.89
1.00, 0.89
0.00, 0.75
1.00, 0.87
0.86, 0.83
0.89, 0.92
1.00, 0.88
0.20, 0.72
0.71, 0.76
0.86, 0.84
1.00, 0.89
0.00, 0.84
0.00, 0.73
0.00, 0.74
1.00, 0.94
0.75, 0.92
1.00, 0.93
0.70, 0.75
0.89, 1.04
0.86, 0.79
0.50, 0.76
1.00, 0.85
0.25, 0.76
1.00, 0.90
0.00, 0.74
1.00, 0.84
1.00, 0.94
0.00, 0.74
0.00, 0.75
0.00, 0.80
0.86, 0.80
1.00, 0.84
1.00, 0.92
1.00, 1.01
1.00, 0.82
1.00, 0.94
0.86, 0.86
1.00, 0.90
1.00, 0.93
1.00, 0.88
0.00, 0.74
1.00, 0.82
0.43, 0.76
0.80, 0.71
0.12, 0.74
0.70, 0.91
1.00, 0.90
0.75, 0.85
0.56, 0.82
0.10, 0.84
0.00, 0.74
0.88, 0.90
1.00, 0.88
1.00, 0.85
1.00, 0.92
1.00, 0.78
0.40, 0.75
1.00, 0.83
1.00, 0.88
1.00, 0.86
0.43, 0.81
1.00, 0.95
1.00, 0.85
1.00, 0.75
1.00, 0.83
0.33, 0.74
1.00, 0.80
0.71, 0.84
0.88, 0.81
1.00, 1.00
0.60, 0.97
1.00, 0.82
1.00, 0.92
0.88, 0.75
1.00, 0.80
1.00, 0.78
1.00, 0.82
1.00, 0.81
1.00, 0.82
0.00, 0.73
0.40, 0.88
1.00, 1.04
0.71, 0.77
1.00, 0.98
0.71, 0.82
0.71, 0.89
1.00, 0.82
0.43, 0.88
1.00, 0.92
1.00, 0.95
0.00, 0.74
0.25, 0.73
1.00, 0.99
1.00, 0.81
1.00, 0.79
1.00, 0.99
0.50, 0.73
0.00, 0.72
1.00, 0.75
0.88, 0.95
0.00, 0.82
0.10, 0.73
1.00, 0.82
1.00, 0.98
0.00, 0.85
1.00, 0.76
1.00, 0.98
1.00, 0.90
1.00, 1.05
0.89, 0.95
0.90, 0.79
1.00, 0.81
0.00, 0.74
1.00, 0.86
0.12, 0.74
0.00, 0.74
0.38, 0.83
0.20, 0.75
1.00, 0.92
0.71, 0.84
1.00, 0.85
0.89, 0.74
0.71, 0.90
0.89, 0.74
0.10, 0.73
1.00, 0.88
0.60, 0.79
0.22, 0.76
0.20, 0.98
0.00, 0.78
1.00, 0.95
0.57, 0.75
0.00, 0.74
0.30, 0.76
1.00, 0.97
1.00, 0.87
1.00, 0.77
1.00, 0.73
1.00, 0.87
1.00, 0.99
0.00, 0.73
1.00, 0.86
1.00, 0.85
1.00, 0.91
1.00, 0.96
0.38, 0.87
0.62, 0.74
1.00, 0.92
1.00, 0.88
1.00, 0.88
0.10, 0.78
0.75, 0.87
0.71, 0.77
1.00, 0.86
1.00, 0.85
0.71, 0.83
0.00, 0.73
1.00, 0.80
1.00, 0.94
0.90, 0.92
0.00, 0.73
0.80, 0.86
1.00, 0.88
0.86, 0.82
0.86, 0.89
1.00, 0.77
0.00, 0.75
1.00, 0.97
0.86, 0.81
0.60, 0.89
1.00, 0.81
0.12, 0.75
1.00, 0.81
1.00, 0.77
0.88, 0.86
1.00, 0.89
1.00, 0.97
0.00, 0.83
1.00, 0.91
1.00, 0.75
0.71, 0.86
1.00, 1.02
0.86, 0.82
0.80, 0.87
1.00, 0.94
0.57, 0.76
1.00, 0.82
1.00, 0.80
1.00, 0.88
1.00, 0.89
0.29, 0.73
0.11, 0.73
0.88, 0.84
0.90, 0.93
1.00, 0.86
0.14, 0.73
0.86, 0.86
0.88, 0.75
1.00, 0.84
1.00, 0.91
1.00, 0.87
0.14, 0.74
1.00, 0.88
0.57, 0.86
1.00, 0.87
1.00, 0.87
0.00, 0.74
1.00, 0.82
1.00, 0.94
0.75, 0.90
1.00, 0.95
1.00, 0.82
0.88, 0.83
1.00, 0.88
1.00, 0.98
1.00, 0.84
0.71, 0.77
0.12, 0.79
1.00, 0.82
1.00, 0.93
1.00, 0.87
1.00, 0.82
1.00, 0.78
1.00, 0.92
0.71, 0.82
1.00, 0.94
1.00, 0.82
0.71, 0.80
1.00, 0.95
0.86, 0.89
1.00, 0.86
1.00, 0.96
1.00, 0.81
1.00, 0.94
0.22, 0.77
1.00, 0.85
1.00, 0.78
1.00, 0.85
1.00, 0.80
1.00, 0.82
0.88, 0.96
0.00, 0.75
1.00, 0.95
1.00, 0.82
0.00, 0.77
0.00, 0.72
1.00, 0.95
0.38, 0.85
0.60, 0.84
1.00, 0.79
0.14, 0.78
1.00, 0.82
1.00, 0.91
0.89, 0.84
0.78, 0.90
1.00, 0.76
0.33, 0.88
1.00, 0.91
0.78, 0.87
0.33, 0.86
0.40, 0.82
1.00, 0.77
1.00, 0.83
1.00, 1.02
1.00, 0.81
1.00, 0.83
0.75, 0.83
1.00, 0.84
0.43, 0.73
0.90, 0.91
0.88, 0.91
1.00, 0.80
0.00, 0.73
1.00, 0.92
0.33, 0.90
1.00, 0.95
0.20, 0.74
1.00, 0.82
1.00, 0.85
0.00, 0.70
1.00, 0.93
1.00, 0.87
1.00, 1.07
0.86, 0.91
0.00, 0.73
0.43, 0.82
0.00, 0.75
0.75, 1.04
1.00, 0.88
1.00, 0.83
1.00, 0.74
1.00, 0.99
1.00, 0.97
1.00, 0.80
1.00, 0.88
1.00, 0.93
1.00, 0.83
1.00, 0.76
0.88, 0.83
0.00, 0.78
0.00, 0.73
1.00, 0.86
1.00, 0.87
1.00, 0.77
1.00, 0.80
1.00, 0.83
0.67, 0.80
0.90, 0.79
0.00, 0.77
1.00, 0.74
0.00, 0.73
1.00, 0.91
1.00, 0.91
0.57, 0.80
0.56, 0.90
1.00, 0.85
1.00, 0.77
0.86, 0.76
1.00, 0.95
0.00, 0.75
0.25, 0.74
0.25, 0.96
0.70, 0.87
0.00, 0.75
0.00, 0.72
1.00, 1.00
0.40, 0.94
1.00, 0.79
1.00, 0.92
0.00, 0.71
0.62, 0.82
1.00, 0.93
1.00, 0.87
1.00, 0.86
1.00, 0.81
1.00, 0.99
0.00, 0.93
1.00, 0.83
0.57, 0.82
1.00, 0.84
0.71, 0.84
0.14, 0.77
0.00, 0.76
0.00, 0.76
1.00, 0.96
1.00, 0.78
0.78, 0.84
0.25, 0.75
1.00, 0.86
0.14, 0.75
0.88, 0.71
1.00, 0.89
1.00, 1.01
0.22, 0.73
1.00, 0.80
0.50, 0.81
1.00, 0.86
0.00, 0.76
0.00, 0.81
1.00, 0.84
1.00, 0.86
1.00, 0.89
1.00, 0.89
0.90, 0.94
0.00, 0.76
0.90, 0.88
1.00, 0.77
1.00, 0.95
0.50, 0.79
0.80, 0.92
1.00, 0.97
1.00, 0.91
