Score, Predict
0.80, 0.68
0.43, 0.54
1.00, 0.59
0.00, 0.52
1.00, 0.54
0.00, 0.51
0.00, 0.54
0.86, 0.53
0.30, 0.60
1.00, 0.57
1.00, 0.54
0.50, 0.58
0.71, 0.53
0.86, 0.53
0.25, 0.54
1.00, 0.67
0.00, 0.53
1.00, 0.55
1.00, 0.56
0.86, 0.60
0.62, 0.51
0.60, 0.62
0.90, 0.56
0.00, 0.55
0.57, 0.61
0.86, 0.68
1.00, 0.66
0.86, 0.61
0.89, 0.64
0.00, 0.51
1.00, 0.64
1.00, 0.54
0.71, 0.51
1.00, 0.62
0.40, 0.52
0.62, 0.56
1.00, 0.53
0.00, 0.52
1.00, 0.55
0.33, 0.55
1.00, 0.63
0.75, 0.58
0.88, 0.58
0.62, 0.61
0.90, 0.71
0.89, 0.69
1.00, 0.71
0.10, 0.54
0.00, 0.56
1.00, 0.60
1.00, 0.55
1.00, 0.65
0.80, 0.53
0.12, 0.52
1.00, 0.63
0.88, 0.63
1.00, 0.53
1.00, 0.52
0.90, 0.54
1.00, 0.57
0.57, 0.52
1.00, 0.67
0.88, 0.62
0.00, 0.51
1.00, 0.56
0.00, 0.53
1.00, 0.54
1.00, 0.54
0.78, 0.59
1.00, 0.50
0.80, 0.60
1.00, 0.63
0.29, 0.51
1.00, 0.52
1.00, 0.54
0.00, 0.52
1.00, 0.69
1.00, 0.60
0.10, 0.57
0.90, 0.72
1.00, 0.56
1.00, 0.56
0.38, 0.54
0.14, 0.53
1.00, 0.55
0.90, 0.63
1.00, 0.55
0.22, 0.57
1.00, 0.83
0.86, 0.52
1.00, 0.71
1.00, 0.64
1.00, 0.56
1.00, 0.59
1.00, 0.54
0.00, 0.52
1.00, 0.67
1.00, 0.59
0.00, 0.53
0.86, 0.55
0.89, 0.55
1.00, 0.62
0.12, 0.50
1.00, 0.66
0.67, 0.55
0.67, 0.67
0.89, 0.60
0.50, 0.53
0.12, 0.55
1.00, 0.61
0.56, 0.53
1.00, 0.59
1.00, 0.61
1.00, 0.67
1.00, 0.62
1.00, 0.58
1.00, 0.55
1.00, 0.67
1.00, 0.61
0.86, 0.52
0.14, 0.51
0.86, 0.55
0.12, 0.52
0.00, 0.50
0.00, 0.51
0.00, 0.54
1.00, 0.59
1.00, 0.68
0.88, 0.60
0.29, 0.54
1.00, 0.53
0.00, 0.52
1.00, 0.63
1.00, 0.67
1.00, 0.59
0.00, 0.60
0.25, 0.61
0.00, 0.55
1.00, 0.54
0.80, 0.65
0.29, 0.52
1.00, 0.55
1.00, 0.59
1.00, 0.51
0.00, 0.51
0.29, 0.53
0.62, 0.52
1.00, 0.70
1.00, 0.57
1.00, 0.57
1.00, 0.55
1.00, 0.68
0.44, 0.57
0.78, 0.56
0.80, 0.54
1.00, 0.52
0.88, 0.69
0.00, 0.54
1.00, 0.71
1.00, 0.57
0.00, 0.51
1.00, 0.59
1.00, 0.57
0.60, 0.53
1.00, 0.55
0.00, 0.54
1.00, 0.56
0.71, 0.51
1.00, 0.62
0.00, 0.52
1.00, 0.54
1.00, 0.78
0.00, 0.53
1.00, 0.66
0.70, 0.54
1.00, 0.57
1.00, 0.65
1.00, 0.56
0.60, 0.54
0.86, 0.75
1.00, 0.64
1.00, 0.58
1.00, 0.70
1.00, 0.58
0.90, 0.53
0.43, 0.53
0.80, 0.58
1.00, 0.58
1.00, 0.64
1.00, 0.55
0.86, 0.54
1.00, 0.60
1.00, 0.63
1.00, 0.60
0.50, 0.57
1.00, 0.56
0.88, 0.66
1.00, 0.55
1.00, 0.55
1.00, 0.65
0.44, 0.55
1.00, 0.76
0.88, 0.55
0.71, 0.60
1.00, 0.58
0.40, 0.54
1.00, 0.58
0.00, 0.53
1.00, 0.57
0.88, 0.61
0.00, 0.52
0.00, 0.56
1.00, 0.51
0.90, 0.78
0.75, 0.64
1.00, 0.52
1.00, 0.53
0.00, 0.55
0.90, 0.52
1.00, 0.67
0.22, 0.52
1.00, 0.55
1.00, 0.58
0.25, 0.54
1.00, 0.58
0.50, 0.51
0.86, 0.62
1.00, 0.52
0.88, 0.55
0.14, 0.52
1.00, 0.65
0.75, 0.59
0.00, 0.52
1.00, 0.56
1.00, 0.53
1.00, 0.67
1.00, 0.62
0.88, 0.61
0.00, 0.53
1.00, 0.69
1.00, 0.67
0.86, 0.75
1.00, 0.54
1.00, 0.53
1.00, 0.57
0.56, 0.52
0.86, 0.54
1.00, 0.70
1.00, 0.51
0.43, 0.52
0.75, 0.53
0.67, 0.56
0.90, 0.56
1.00, 0.56
1.00, 0.68
1.00, 0.52
1.00, 0.60
0.20, 0.52
0.86, 0.51
0.25, 0.50
0.00, 0.57
1.00, 0.55
0.86, 0.53
1.00, 0.55
0.89, 0.53
0.86, 0.53
1.00, 0.66
1.00, 0.62
1.00, 0.60
1.00, 0.56
1.00, 0.64
1.00, 0.56
0.86, 0.65
1.00, 0.54
0.43, 0.53
0.00, 0.51
0.30, 0.53
0.00, 0.55
0.90, 0.62
1.00, 0.59
0.75, 0.65
1.00, 0.86
0.60, 0.56
1.00, 0.56
1.00, 0.54
1.00, 0.50
0.44, 0.54
1.00, 0.63
1.00, 0.59
1.00, 0.62
0.22, 0.53
1.00, 0.56
0.11, 0.60
0.12, 0.59
1.00, 0.63
0.00, 0.53
1.00, 0.55
1.00, 0.58
0.70, 0.58
1.00, 0.54
1.00, 0.70
0.00, 0.50
1.00, 0.70
1.00, 0.66
0.86, 0.57
1.00, 0.65
1.00, 0.60
0.70, 0.54
1.00, 0.55
0.88, 0.58
0.00, 0.50
1.00, 0.55
1.00, 0.55
0.86, 0.57
0.50, 0.54
1.00, 0.55
1.00, 0.54
0.88, 0.56
0.88, 0.62
1.00, 0.62
1.00, 0.68
1.00, 0.58
1.00, 0.57
1.00, 0.62
