Score, Predict
0.80, 0.88
0.43, 1.02
1.00, 0.99
0.00, 0.73
1.00, 0.97
0.00, 0.74
0.00, -0.10
0.86, 1.22
0.30, 0.96
1.00, 1.04
1.00, 0.83
0.50, 0.74
0.71, 0.12
0.86, -0.00
0.25, 0.63
1.00, 1.12
0.00, -0.13
1.00, 0.76
1.00, 0.52
0.86, 1.08
0.62, 0.83
0.60, 0.69
0.90, 1.03
0.00, 0.70
0.57, 0.81
0.86, 1.21
1.00, 1.15
0.86, 0.99
0.89, 1.13
0.00, -0.29
1.00, 1.17
1.00, 1.26
0.71, 0.88
1.00, 1.29
0.40, 0.35
0.62, 0.95
1.00, 0.90
0.00, 0.44
1.00, 0.81
0.33, 0.73
1.00, 0.99
0.75, 0.79
0.88, 0.96
0.62, 0.94
0.90, 0.87
0.89, 1.63
1.00, 1.44
0.10, 0.56
0.00, 0.85
1.00, 1.28
1.00, 0.68
1.00, 1.29
0.80, 0.84
0.12, -0.43
1.00, 1.34
0.88, 0.91
1.00, 0.95
1.00, 0.43
0.90, 1.03
1.00, 0.63
0.57, 0.05
1.00, 1.25
0.88, 0.97
0.00, -0.46
1.00, 1.14
0.00, -0.00
1.00, 1.28
1.00, 0.98
0.78, 0.72
1.00, 0.12
0.80, 0.73
1.00, 0.89
0.29, 0.63
1.00, 0.95
1.00, 1.17
0.00, 0.34
1.00, 0.80
1.00, 0.84
0.10, 0.39
0.90, 0.44
1.00, 0.70
1.00, 0.92
0.38, 0.55
0.14, -0.18
1.00, 1.14
0.90, 0.94
1.00, 0.75
0.22, 0.58
1.00, 1.11
0.86, 0.53
1.00, 1.06
1.00, 1.07
1.00, 1.25
1.00, 0.91
1.00, 1.03
0.00, 0.22
1.00, 1.07
1.00, 0.97
0.00, 0.71
0.86, 0.91
0.89, 1.12
1.00, 1.07
0.12, 0.53
1.00, 0.93
0.67, 0.91
0.67, 0.90
0.89, 1.08
0.50, 0.22
0.12, -0.25
1.00, 0.99
0.56, 0.82
1.00, 0.82
1.00, 1.08
1.00, 1.00
1.00, 0.92
1.00, 1.07
1.00, 1.18
1.00, 0.79
1.00, 1.17
0.86, 1.00
0.14, 0.74
0.86, 0.88
0.12, 0.02
0.00, -0.04
0.00, -0.32
0.00, -0.03
1.00, 1.19
1.00, 1.35
0.88, 0.89
0.29, 1.22
1.00, 1.03
0.00, -0.02
1.00, 1.07
1.00, 0.99
1.00, 0.95
0.00, 0.87
0.25, 0.69
0.00, 0.65
1.00, 1.04
0.80, 0.80
0.29, 0.51
1.00, 0.77
1.00, 1.09
1.00, 0.93
0.00, -0.08
0.29, 0.63
0.62, -0.08
1.00, 0.82
1.00, 0.78
1.00, 0.93
1.00, 0.93
1.00, 1.25
0.44, 0.70
