Score, Predict
0.80, 0.35
0.43, 0.36
1.00, 0.37
0.00, 0.37
1.00, 0.30
0.00, 0.32
0.00, 0.24
0.86, 0.33
0.30, 0.36
1.00, 0.33
1.00, 0.38
0.50, 0.39
0.71, 0.36
0.86, 0.32
0.25, 0.33
1.00, 0.36
0.00, 0.28
1.00, 0.40
1.00, 0.32
0.86, 0.38
0.62, 0.35
0.60, 0.36
0.90, 0.31
0.00, 0.37
0.57, 0.37
0.86, 0.33
1.00, 0.33
0.86, 0.35
0.89, 0.34
0.00, 0.31
1.00, 0.36
1.00, 0.35
0.71, 0.38
1.00, 0.33
0.40, 0.30
0.62, 0.34
1.00, 0.36
0.00, 0.32
1.00, 0.33
0.33, 0.34
1.00, 0.34
0.75, 0.33
0.88, 0.31
0.62, 0.31
0.90, 0.33
0.89, 0.35
1.00, 0.30
0.10, 0.38
0.00, 0.33
1.00, 0.37
1.00, 0.36
1.00, 0.42
0.80, 0.33
0.12, 0.29
1.00, 0.31
0.88, 0.36
1.00, 0.36
1.00, 0.32
0.90, 0.35
1.00, 0.35
0.57, 0.29
1.00, 0.37
0.88, 0.35
0.00, 0.33
1.00, 0.38
0.00, 0.32
1.00, 0.35
1.00, 0.28
0.78, 0.40
1.00, 0.31
0.80, 0.33
1.00, 0.34
0.29, 0.32
1.00, 0.42
1.00, 0.39
0.00, 0.28
1.00, 0.34
1.00, 0.35
0.10, 0.28
0.90, 0.32
1.00, 0.35
1.00, 0.35
0.38, 0.31
0.14, 0.35
1.00, 0.38
0.90, 0.35
1.00, 0.39
0.22, 0.31
1.00, 0.35
0.86, 0.34
1.00, 0.35
1.00, 0.33
1.00, 0.32
1.00, 0.33
1.00, 0.37
0.00, 0.32
1.00, 0.36
1.00, 0.36
0.00, 0.25
0.86, 0.37
0.89, 0.36
1.00, 0.35
0.12, 0.30
1.00, 0.36
0.67, 0.37
0.67, 0.38
0.89, 0.32
0.50, 0.33
0.12, 0.33
1.00, 0.32
0.56, 0.32
1.00, 0.37
1.00, 0.38
1.00, 0.31
1.00, 0.35
1.00, 0.36
1.00, 0.39
1.00, 0.39
1.00, 0.30
0.86, 0.37
0.14, 0.34
0.86, 0.31
0.12, 0.35
0.00, 0.35
0.00, 0.31
0.00, 0.30
1.00, 0.32
1.00, 0.33
0.88, 0.33
0.29, 0.32
1.00, 0.38
0.00, 0.37
1.00, 0.37
1.00, 0.39
1.00, 0.32
0.00, 0.37
0.25, 0.31
0.00, 0.32
1.00, 0.31
0.80, 0.34
0.29, 0.34
1.00, 0.31
1.00, 0.31
1.00, 0.32
0.00, 0.32
0.29, 0.31
0.62, 0.33
1.00, 0.37
1.00, 0.35
1.00, 0.32
1.00, 0.39
1.00, 0.34
0.44, 0.37
0.78, 0.36
0.80, 0.34
1.00, 0.29
0.88, 0.34
0.00, 0.36
1.00, 0.33
1.00, 0.32
0.00, 0.30
1.00, 0.35
1.00, 0.32
0.60, 0.34
1.00, 0.33
0.00, 0.33
1.00, 0.39
0.71, 0.33
1.00, 0.33
0.00, 0.38
1.00, 0.35
1.00, 0.31
0.00, 0.34
1.00, 0.36
0.70, 0.36
1.00, 0.32
1.00, 0.39
1.00, 0.38
0.60, 0.32
0.86, 0.35
1.00, 0.29
1.00, 0.34
1.00, 0.39
1.00, 0.32
0.90, 0.33
0.43, 0.35
0.80, 0.33
1.00, 0.37
1.00, 0.29
1.00, 0.34
0.86, 0.33
1.00, 0.37
1.00, 0.33
1.00, 0.35
0.50, 0.42
1.00, 0.46
0.88, 0.31
1.00, 0.31
1.00, 0.38
1.00, 0.32
0.44, 0.34
1.00, 0.33
0.88, 0.31
0.71, 0.33
1.00, 0.36
0.40, 0.33
1.00, 0.34
0.00, 0.33
1.00, 0.33
0.88, 0.41
0.00, 0.31
0.00, 0.33
1.00, 0.33
0.90, 0.34
