Score, Predict
0.89, 0.72
0.12, 0.64
1.00, 0.74
0.50, 0.70
1.00, 0.74
0.71, 0.63
1.00, 0.72
1.00, 0.74
1.00, 0.74
1.00, 0.71
0.80, 0.71
1.00, 0.73
1.00, 0.71
0.00, 0.63
0.88, 0.64
1.00, 0.74
0.00, 0.63
1.00, 0.73
0.30, 0.63
0.44, 0.74
0.00, 0.63
1.00, 0.72
1.00, 0.73
1.00, 0.74
0.10, 0.63
0.57, 0.70
0.88, 0.71
1.00, 0.72
1.00, 0.72
1.00, 0.73
0.86, 0.72
0.30, 0.73
1.00, 0.73
0.29, 0.64
1.00, 0.73
1.00, 0.73
1.00, 0.72
1.00, 0.70
1.00, 0.70
1.00, 0.70
0.00, 0.63
1.00, 0.72
1.00, 0.73
0.12, 0.66
0.88, 0.73
1.00, 0.72
0.10, 0.65
1.00, 0.73
0.00, 0.63
1.00, 0.72
1.00, 0.74
1.00, 0.73
0.62, 0.67
1.00, 0.71
1.00, 0.72
0.90, 0.72
0.30, 0.65
0.12, 0.65
0.00, 0.63
1.00, 0.72
1.00, 0.69
0.00, 0.63
0.88, 0.73
0.22, 0.73
0.44, 0.65
0.44, 0.64
0.86, 0.63
0.70, 0.66
0.70, 0.72
0.75, 0.73
1.00, 0.71
1.00, 0.71
1.00, 0.66
0.29, 0.63
0.00, 0.63
0.00, 0.63
1.00, 0.73
1.00, 0.70
0.14, 0.63
0.00, 0.63
0.86, 0.68
1.00, 0.72
0.70, 0.71
1.00, 0.73
1.00, 0.68
1.00, 0.73
1.00, 0.72
1.00, 0.66
1.00, 0.69
1.00, 0.73
1.00, 0.71
1.00, 0.70
0.12, 0.64
1.00, 0.72
0.90, 0.72
0.60, 0.72
0.86, 0.73
1.00, 0.73
1.00, 0.72
0.90, 0.70
0.88, 0.70
0.00, 0.71
1.00, 0.72
1.00, 0.75
0.88, 0.67
0.00, 0.64
0.12, 0.69
1.00, 0.73
0.33, 0.63
1.00, 0.65
0.00, 0.63
0.00, 0.63
0.22, 0.64
0.25, 0.64
0.00, 0.63
0.29, 0.63
0.20, 0.63
0.88, 0.72
1.00, 0.74
0.30, 0.64
1.00, 0.73
1.00, 0.73
0.88, 0.73
0.00, 0.63
0.57, 0.70
1.00, 0.73
0.00, 0.66
1.00, 0.74
0.86, 0.70
1.00, 0.73
1.00, 0.74
1.00, 0.72
1.00, 0.70
1.00, 0.70
0.00, 0.63
1.00, 0.73
1.00, 0.64
0.00, 0.72
1.00, 0.72
0.20, 0.70
1.00, 0.71
0.67, 0.64
0.89, 0.71
0.89, 0.72
1.00, 0.72
0.00, 0.63
1.00, 0.71
0.00, 0.63
1.00, 0.71
1.00, 0.73
0.12, 0.66
1.00, 0.72
1.00, 0.71
1.00, 0.73
0.25, 0.65
1.00, 0.72
0.57, 0.71
1.00, 0.73
0.88, 0.66
0.40, 0.66
0.12, 0.63
0.00, 0.63
1.00, 0.72
1.00, 0.67
1.00, 0.69
1.00, 0.71
1.00, 0.74
0.00, 0.63
0.00, 0.63
1.00, 0.72
0.71, 0.73
0.00, 0.71
1.00, 0.70
0.88, 0.72
0.00, 0.63
1.00, 0.74
0.00, 0.64
1.00, 0.69
0.00, 0.63
0.67, 0.72
0.57, 0.66
0.00, 0.63
0.60, 0.73
0.57, 0.67
0.44, 0.70
1.00, 0.71
0.57, 0.67
1.00, 0.69
1.00, 0.63
1.00, 0.72
