Score, Predict
0.25, 1.00
0.00, 0.00
0.00, 1.00
0.00, 0.00
0.86, 1.00
0.00, 0.00
1.00, 1.00
1.00, 1.00
1.00, 1.00
0.86, 1.00
1.00, 1.00
1.00, 1.00
0.00, 0.00
1.00, 1.00
0.86, 1.00
0.22, 1.00
1.00, 1.00
0.00, 0.00
0.00, 0.00
0.90, 1.00
1.00, 0.06
1.00, 1.00
1.00, 1.00
1.00, 1.00
0.57, 1.00
0.75, 1.00
1.00, 1.00
0.88, 1.00
1.00, 1.00
0.00, 0.00
0.00, 0.00
0.90, 1.00
1.00, 1.00
0.88, 0.00
0.90, 1.00
1.00, 1.00
1.00, 1.00
0.29, 1.00
1.00, 1.00
0.00, 0.00
1.00, 1.00
0.50, 1.00
0.71, 1.00
1.00, 1.00
1.00, 1.00
0.00, 0.00
0.70, 1.00
0.20, 0.00
1.00, 1.00
1.00, 1.00
0.00, 0.00
1.00, 1.00
0.88, 1.00
0.43, 1.00
0.00, 1.00
0.00, 0.00
0.80, 1.00
0.38, 1.00
1.00, 1.00
1.00, 1.00
1.00, 1.00
1.00, 1.00
0.70, 1.00
0.00, 0.01
0.80, 1.00
1.00, 1.00
1.00, 1.00
1.00, 1.00
1.00, 1.00
0.25, 1.00
1.00, 1.00
1.00, 1.00
0.78, 1.00
0.00, 0.00
0.71, 1.00
1.00, 1.00
1.00, 0.00
0.00, 0.00
0.25, 1.00
0.43, 1.00
0.44, 1.00
0.62, 0.79
0.75, 1.00
0.00, 0.00
1.00, 1.00
0.88, 1.00
0.86, 1.00
0.00, 0.00
0.60, 1.00
1.00, 1.00
0.00, 0.00
1.00, 1.00
1.00, 1.00
0.00, 0.02
1.00, 1.00
0.86, 1.00
0.00, 0.00
1.00, 1.00
0.00, 0.00
0.89, 1.00
0.11, 0.01
1.00, 1.00
0.78, 1.00
0.40, 1.00
0.00, 0.00
0.30, 1.00
0.86, 1.00
0.71, 1.00
1.00, 1.00
0.00, 0.21
1.00, 1.00
1.00, 1.00
1.00, 1.00
0.86, 1.00
0.00, 0.00
0.14, 0.00
1.00, 1.00
0.90, 0.00
1.00, 1.00
1.00, 1.00
0.57, 1.00
0.00, 1.00
0.00, 0.00
1.00, 1.00
0.00, 1.00
0.00, 0.00
1.00, 1.00
1.00, 1.00
1.00, 1.00
0.44, 1.00
0.50, 1.00
0.25, 1.00
1.00, 1.00
1.00, 1.00
1.00, 1.00
1.00, 1.00
0.00, 0.00
0.10, 0.00
0.00, 1.00
1.00, 1.00
1.00, 1.00
0.00, 0.00
1.00, 1.00
0.86, 0.00
