Score, Predict
0.25, 0.87
0.00, 0.64
0.00, 0.93
0.00, 0.43
0.86, 0.89
0.00, 0.58
1.00, 0.96
1.00, 0.79
1.00, 0.93
0.86, 0.93
1.00, 0.93
1.00, 0.87
0.00, 0.55
1.00, 0.94
0.86, 0.90
0.22, 0.83
1.00, 0.93
0.00, 0.49
0.00, 0.55
0.90, 0.90
1.00, 0.94
1.00, 0.95
1.00, 0.93
1.00, 0.91
0.57, 0.96
0.75, 0.85
1.00, 0.86
0.88, 0.90
1.00, 0.97
0.00, 0.72
0.00, 0.62
0.90, 0.86
1.00, 0.94
0.88, 0.68
0.90, 0.94
1.00, 0.91
1.00, 0.98
0.29, 0.72
1.00, 0.91
0.00, 0.50
1.00, 0.91
0.50, 0.86
0.71, 0.92
1.00, 0.94
1.00, 0.96
0.00, 0.54
0.70, 0.93
0.20, 0.61
1.00, 0.90
1.00, 0.91
0.00, 0.49
1.00, 0.91
0.88, 0.94
0.43, 0.94
0.00, 0.85
0.00, 0.55
0.80, 0.97
0.38, 0.76
1.00, 0.91
1.00, 0.96
1.00, 0.96
1.00, 0.96
0.70, 0.92
0.00, 0.63
0.80, 0.93
1.00, 0.97
1.00, 0.90
1.00, 0.94
1.00, 0.86
0.25, 0.95
1.00, 0.91
1.00, 0.93
0.78, 0.91
0.00, 0.66
0.71, 0.81
1.00, 0.86
1.00, 0.72
0.00, 0.63
0.25, 0.95
0.43, 0.90
0.44, 0.79
0.62, 0.87
0.75, 0.83
0.00, 0.57
1.00, 0.93
0.88, 0.93
0.86, 0.92
0.00, 0.52
0.60, 0.90
1.00, 0.95
0.00, 0.69
1.00, 0.89
1.00, 0.95
0.00, 0.49
1.00, 0.90
0.86, 0.97
0.00, 0.70
1.00, 0.96
0.00, 0.62
0.89, 0.93
0.11, 0.59
1.00, 0.95
0.78, 0.93
0.40, 0.88
0.00, 0.68
0.30, 0.84
0.86, 0.92
0.71, 0.94
1.00, 0.93
0.00, 0.73
1.00, 0.96
1.00, 0.94
1.00, 0.92
0.86, 0.96
0.00, 0.59
0.14, 0.56
1.00, 0.95
0.90, 0.62
1.00, 0.92
1.00, 0.89
0.57, 0.88
0.00, 0.92
0.00, 0.63
1.00, 0.96
0.00, 0.79
0.00, 0.60
1.00, 0.97
1.00, 0.94
1.00, 0.97
0.44, 0.94
0.50, 0.96
0.25, 0.90
1.00, 0.91
