Score, Predict
1.00, 0.50
0.90, 0.63
1.00, 0.61
1.00, 0.52
0.78, 0.60
1.00, 0.66
0.00, 0.29
1.00, 0.61
0.38, 0.42
0.25, 0.43
0.71, 0.64
0.10, 0.30
1.00, 0.59
0.50, 0.61
1.00, 0.60
1.00, 0.59
0.14, 0.45
0.90, 0.57
0.33, 0.24
1.00, 0.58
0.43, 0.59
0.29, 0.62
0.29, 0.22
0.88, 0.69
1.00, 0.66
0.12, 0.30
1.00, 0.55
1.00, 0.68
0.00, 0.39
0.50, 0.51
1.00, 0.64
0.89, 0.53
0.86, 0.57
1.00, 0.65
1.00, 0.66
0.70, 0.53
1.00, 0.61
1.00, 0.62
1.00, 0.51
1.00, 0.60
1.00, 0.61
0.78, 0.62
1.00, 0.66
1.00, 0.43
1.00, 0.54
0.00, 0.23
1.00, 0.66
0.88, 0.61
1.00, 0.62
1.00, 0.67
0.38, 0.23
1.00, 0.51
0.75, 0.59
1.00, 0.60
0.00, 0.44
0.00, 0.50
0.86, 0.62
0.86, 0.60
1.00, 0.61
0.25, 0.62
0.29, 0.23
1.00, 0.61
0.00, 0.31
1.00, 0.60
1.00, 0.64
1.00, 0.62
0.86, 0.65
0.86, 0.61
1.00, 0.66
0.00, 0.49
0.00, 0.23
0.71, 0.28
0.60, 0.57
0.56, 0.61
0.14, 0.61
1.00, 0.53
0.00, 0.29
0.25, 0.23
0.00, 0.41
1.00, 0.63
0.43, 0.39
1.00, 0.65
0.80, 0.50
1.00, 0.59
1.00, 0.45
0.20, 0.50
0.67, 0.55
0.86, 0.60
0.71, 0.58
1.00, 0.60
1.00, 0.62
0.43, 0.56
1.00, 0.58
1.00, 0.63
0.86, 0.62
1.00, 0.58
1.00, 0.49
0.89, 0.55
0.70, 0.23
1.00, 0.60
1.00, 0.56
0.88, 0.61
1.00, 0.60
1.00, 0.58
1.00, 0.50
1.00, 0.62
1.00, 0.62
0.57, 0.47
1.00, 0.64
1.00, 0.53
0.88, 0.61
0.00, 0.27
0.60, 0.52
0.00, 0.38
0.00, 0.23
0.62, 0.55
0.57, 0.29
1.00, 0.65
1.00, 0.59
0.56, 0.52
0.88, 0.65
0.88, 0.64
1.00, 0.65
0.86, 0.55
1.00, 0.65
0.75, 0.68
0.00, 0.23
0.00, 0.23
0.62, 0.39
1.00, 0.66
1.00, 0.68
0.43, 0.24
1.00, 0.60
0.00, 0.27
1.00, 0.59
0.00, 0.51
