Score, Predict
1.00, 0.92
0.50, 0.38
0.71, 0.47
1.00, 0.72
0.00, 0.21
1.00, 0.87
1.00, 0.97
1.00, 0.95
0.56, 0.82
1.00, 0.90
1.00, 0.97
1.00, 0.96
1.00, 0.74
1.00, 0.90
0.00, 0.36
0.00, 0.57
1.00, 0.97
1.00, 0.96
0.00, 0.35
1.00, 0.96
0.22, 0.82
1.00, 0.90
1.00, 0.77
1.00, 0.92
1.00, 0.92
1.00, 0.96
0.78, 0.93
0.71, 0.89
1.00, 0.92
1.00, 0.98
0.14, 0.69
0.86, 0.92
0.90, 0.89
0.86, 0.69
0.14, 0.68
0.90, 0.93
0.89, 0.93
1.00, 0.93
0.60, 0.94
0.62, 0.78
1.00, 0.96
1.00, 0.97
1.00, 0.96
0.11, 0.19
1.00, 0.63
0.75, 0.95
1.00, 0.93
1.00, 0.96
0.33, 0.64
0.60, 0.44
0.25, 0.70
1.00, 0.93
0.00, 0.20
1.00, 0.94
0.88, 0.21
0.86, 0.84
1.00, 0.98
0.80, 0.80
0.88, 0.96
0.00, 0.31
0.00, 0.19
0.00, 0.69
1.00, 0.98
0.90, 0.88
0.78, 0.93
1.00, 0.49
1.00, 0.92
1.00, 0.96
0.90, 0.97
0.60, 0.67
0.40, 0.88
0.12, 0.26
1.00, 0.86
0.43, 0.80
0.00, 0.91
0.22, 0.68
1.00, 0.93
0.20, 0.33
1.00, 0.93
0.89, 0.92
0.00, 0.73
1.00, 0.87
1.00, 0.95
0.71, 0.94
1.00, 0.96
0.00, 0.63
1.00, 0.92
1.00, 0.91
1.00, 0.68
1.00, 0.90
0.38, 0.93
1.00, 0.95
1.00, 0.48
1.00, 0.92
0.57, 0.83
0.56, 0.85
0.50, 0.94
1.00, 0.96
0.62, 0.72
1.00, 0.88
1.00, 0.98
0.11, 0.45
0.56, 0.77
1.00, 0.90
1.00, 0.97
1.00, 0.64
0.00, 0.23
1.00, 0.85
1.00, 0.92
0.30, 0.91
0.90, 0.85
0.86, 0.95
1.00, 0.85
0.33, 0.94
1.00, 0.95
0.00, 0.36
1.00, 0.95
1.00, 0.93
1.00, 0.97
0.38, 0.44
1.00, 0.68
0.00, 0.23
1.00, 0.88
1.00, 0.96
0.00, 0.24
0.86, 0.95
0.00, 0.45
0.50, 0.95
0.80, 0.58
1.00, 0.78
0.44, 0.33
0.00, 0.30
0.78, 0.98
0.29, 0.66
1.00, 0.94
0.43, 0.61
0.14, 0.48
1.00, 0.85
0.71, 0.94
0.62, 0.95
1.00, 0.97
1.00, 0.97
1.00, 0.93
0.88, 0.87
0.00, 0.27
0.00, 0.27
1.00, 0.89
1.00, 0.98
1.00, 0.89
0.70, 0.91
1.00, 0.95
0.70, 0.75
0.80, 0.90
1.00, 0.97
1.00, 0.97
0.86, 0.96
1.00, 0.90
0.89, 0.93
1.00, 0.91
0.00, 0.22
1.00, 0.94
0.00, 0.32
0.00, 0.19
0.00, 0.28
1.00, 0.96
0.62, 0.71
1.00, 0.92
0.89, 0.94
0.00, 0.43
0.50, 0.96
1.00, 0.95
0.71, 0.81
1.00, 0.91
1.00, 0.97
1.00, 0.95
1.00, 0.75
1.00, 0.94
1.00, 0.85
0.71, 0.59
0.14, 0.63
1.00, 0.89
1.00, 0.84
1.00, 0.89
1.00, 0.94
1.00, 0.93
0.78, 0.93
1.00, 0.97
0.75, 0.42
0.86, 0.94
0.00, 0.85
0.00, 0.25
0.14, 0.92
1.00, 0.93
0.78, 0.93
1.00, 0.93
0.00, 0.42
1.00, 0.86
0.00, 0.46
1.00, 0.86
1.00, 0.52
0.00, 0.28
1.00, 0.93
0.90, 0.77
0.25, 0.93
0.78, 0.92
1.00, 0.81
1.00, 0.78
0.25, 0.80
1.00, 0.97
1.00, 0.81
1.00, 0.97
0.90, 0.96
1.00, 0.94
1.00, 0.77
0.88, 0.80
0.43, 0.92
0.80, 0.84
0.70, 0.95
1.00, 0.62
0.22, 0.92
1.00, 0.95
1.00, 0.95
1.00, 0.92
1.00, 0.88
0.78, 0.90
1.00, 0.94
0.30, 0.60
0.78, 0.89
0.71, 0.88
0.78, 0.83
1.00, 0.92
0.86, 0.93
1.00, 0.96
1.00, 0.81
1.00, 0.97
0.62, 0.38
0.71, 0.87
0.86, 0.82
1.00, 0.94
0.00, 0.21
0.90, 0.91
0.00, 0.22
0.00, 0.70
1.00, 0.58
1.00, 0.93
1.00, 0.94
0.78, 0.86
1.00, 0.96
0.86, 0.96
0.30, 0.22
0.86, 0.95
1.00, 0.90
1.00, 0.97
1.00, 0.88
0.90, 0.70
1.00, 0.97
1.00, 0.97
0.71, 0.89
0.14, 0.31
1.00, 0.97
0.25, 0.25
0.86, 0.93
1.00, 0.97
0.88, 0.79
0.40, 0.75
0.50, 0.86
0.89, 0.39
0.14, 0.39
1.00, 0.91
0.00, 0.38
0.60, 0.58
1.00, 0.95
1.00, 0.89
0.00, 0.32
1.00, 0.82
0.00, 0.30
0.00, 0.52
1.00, 0.95
0.00, 0.22
1.00, 0.83
0.86, 0.88
0.00, 0.27
1.00, 0.98
1.00, 0.98
1.00, 0.95
0.88, 0.97
1.00, 0.94
1.00, 0.97
0.90, 0.93
0.86, 0.88
0.00, 0.22
0.25, 0.96
0.56, 0.73
1.00, 0.90
1.00, 0.95
0.56, 0.95
1.00, 0.90
